Subject,StartDate,EndDate,Random,AttnChk,Chopra_Check,Age,Sex,English,Education,State,BullshitReceptivity,BullshitScale,ChopraScale,BSR_meaningless,BSR_meaningful,HeuristicsBiases,NFC,Faith_Intuition,Numeracy_ACC,WS_ACC,Ravens_ACC,OntologicalConfusions,Metaphors,LiteralStatements,Religious_Belief,Paranormal_Belief,BS_Chopra,BS_Other,NFC_Re,NFC_Ra,Faith_Intuition_Ee,Faith_Intuition_Ea,FreeMarketIdeology,FiscalCons,SocialCons,Party,Party_TEXT,PolTrust,GovTrust,DemGovTrus,RepGovTrus,WealthDistCondition,EstimateRatio,IdealRatio,Estimate_Top20,Estimate_2nd20,Estimate_Middle20,Estimate_4th20,Estimate_Bottom20,Ideal_Top20,Ideal_2nd20,Ideal_Middle20,Ideal_4th20,Ideal_Bottom20,FMI_split,WealthDistError,WealthDistErrorType,IdealDistError,IdealDistErrorType,GodType,RBS_Curren,RBS_Highes,RBS_Lowest,Ravens_ACC_P1,Ravens_ACC_P2,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,Chopra_1,Chopra_2,Chopra_3,Chopra_4,Chopra_5,Chopra_6,Chopra_7,Chopra_8,Chopra_9,Chopra_10,CausalBR_ACC,SampleSize_ACC_1,SampleSize_ACC_2,Regr2Mean_ACC,GamblerFallacy_ACC_1,GamblerFallacy_ACC_2,ConjunctionFallacy_ACC_1,ConjunctionFallacy_ACC_2,ConjunctionFallacy_ACC,Covariation_ACC,MethodReasoning_ACC,Bayesian_ACC,DenNeglect_ACC,ProbMatch_ACC,SunkCost_ACC,OutcomeBias_ACC,Numeracy_ACC_1,Numeracy_ACC_2,Numeracy_ACC_3,Numeracy_ACC_4,Numeracy_ACC_5,Numeracy_ACC_6,Numeracy_ACC_7,Numeracy_ACC_8,Numeracy_ACC_9,WS_ACC_1,WS_ACC_2,WS_ACC_3,WS_ACC_4,WS_ACC_5,WS_ACC_6,WS_ACC_7,WS_ACC_8,WS_ACC_9,WS_ACC_10,WS_ACC_11,WS_ACC_12,Ravens_ACC_1,Ravens_ACC_2,Ravens_ACC_3,Ravens_ACC_4,Ravens_ACC_5,Ravens_ACC_6,Ravens_ACC_7,Ravens_ACC_8,Ravens_ACC_9,Ravens_ACC_10,Ravens_ACC_11,Ravens_ACC_12,P.OC_1,P.OC_2,P.OC_3,P.OC_4,P.OC_5,P.OC_6,P.OC_7,P.OC_8,P.OC_9,P.OC_10,P.OC_11,P.OC_12,P.OC_13,P.OC_14,P.OC_15,P.OC_16,P.OC_17,P.OC_18,P.OC_19,P.OC_20,PRafterlife,PRheaven,PRhell,PRmiracles,PRangels,PRdemons,PRsoul,PRsatan,P.PB_1,P.PB_2,P.PB_3,P.PB_4,P.PB_5,P.PB_6,P.PB_7,P.PB_8,P.PB_9,P.PB_10,P.PB_11,P.PB_12,P.PB_13,P.PB_14,P.PB_15,P.PB_16,P.PB_17,P.PB_18,P.PB_19,P.PB_20,P.PB_21,P.PB_22,P.RI_1,P.RI_2,P.RI_3,P.RI_4,P.RI_5,P.RI_6,P.RI_7,P.RI_8,P.RI_9,P.RI_10,P.RI_11,P.RI_12,P.RI_13,P.RI_14,P.RI_15,P.RI_16,P.RI_17,P.RI_18,P.RI_19,P.RI_20,P.EI_1,P.EI_2,P.EI_3,P.EI_4,P.EI_5,P.EI_6,P.EI_7,P.EI_8,P.EI_9,P.EI_10,P.EI_11,P.EI_12,P.EI_13,P.EI_14,P.EI_15,P.EI_16,P.EI_17,P.EI_18,P.EI_19,P.EI_20,P.FMI_1,P.FMI_2,P.FMI_3,P.FMI_4,P.FMI_5
19,7/11/2014,7/11/2014,2,1,2,31,2,1,5,45,2.33333333333333,2.2,2.6,1.8,2.2,.5625,76.25,47.5,1,.666666666666667,.5,33.9285714285714,66.6666666666667,62.5,56.25,9.09090909090909,2.2,2.2,72.5,80,42.5,52.5,45,1,1,4, ,2,2,2,2,2,26.3333333333333,4,79,8,6,4,3,40,19,17,14,10,1,0,0,0,0,2,8,9,6,1,1,2,3,2,1,3,2,2,2,2,1,2,2,2,3,2,2,3,2,2,4,2,4,2,3,1,2,3,3,3,3,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,75,25,75,75,25,75,75,0,25,0,0,25,0,0,75,100,25,25, ,100,75,75,25,50,50,50,75,50,0,0,0,0,33.3333333333333,0,0,16.6666666666667,0,16.6666666666667,33.3333333333333,0,0,0,0,16.6666666666667,16.6666666666667,16.6666666666667,0,0,16.6666666666667,33.3333333333333,75,75,75,100,100,75,75,75,75,75,75,75,75,75,25,100,75,75,75,75,25,50,75,50,25,50,75,75,75,50,75,25,25,25,50,50,25,75,25,25,50,25,25,50,75
20,7/11/2014,7/11/2014, ,2,1,26,2,1,6,48,3.13333333333333,2.95,3.5,2.6,2.8,.625,73.75,53.75,1,.5,.833333333333333,32.1428571428571,8.33333333333333,91.6666666666667,37.5,3.78787878787879,2.9,3,87.5,60,62.5,45, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,5,10,4,1,1,1,1,3,2,5,3,3,4,3,3,4,4,4,3,2,3,2,3,3,3,4,2,3,3,3,4,4,5,4,3,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,25,50,100,50,75,25,100,0,0,0,0,25,0,0,25,0,0,75,100,100,50,25,0,25,50,50,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,16.6666666666667,16.6666666666667,100,100,100,25,100,100,75,0,25,75,75,25,75,75,75,100,75,75,100,100,75,50,50,75,75,50,75,50,50,75,75,50,75,25,50,50,0,75,50,0, , , , , 
21,7/11/2014,7/11/2014,2,1,2,36,1,1,6,44,3.27586206896552,3.3,3.22222222222222,2.4,3.8,.6875,67.5,46.25,1,.666666666666667,.416666666666667,44.2307692307692,50,100,0,3.03030303030303,3.1,3.5,67.5,67.5,40,52.5,45,4,2,4, ,2,2,2,2,2,9, ,45,22,21,7,5, , , , , ,1,0,0,1,3,6,2,2,2,1,1,4,3,3,3,4,4,4,4,4,2,2,3,3,3,3,4,4,4,2,3,3,2,3,3,4,3,4, ,4,3,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,75,50,75,75, ,50,75,25,25,25,25,25,25,25,50,25,75,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,50,0,0,75,50,75,50,50,75,75,75,75,50,75,75,50,75,50,75,75,75,75,75,50,50,50,50,25,50,50,50,50,50,50,25,50,25,50,50,50,25,75,50,50,50,25,50,50
22,7/11/2014,7/11/2014,2,1,1,31,2,1,5,9,2.56666666666667,2.5,2.7,2,2.2,.5625,77.5,28.75,.333333333333333,.75,.5,35.7142857142857,12.5,100,0,2.27272727272727,2.7,2.3,80,75,27.5,30,15,1,1,1, ,4,4,5,1,2,87,6.6,87,7,3,2,1,33,27,20,15,5,1,0,0,0,0,7,1,1,1,1,1,4,3,4,4,3,3,2,2,3,1,1,2,1,3,2,2,2,3,1,4,1,2,1,4,2,5,4,1,4,3,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,75,75,100,75,0,25,50,25,0,25,25,0,0,25,0, ,25,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,75,75,75,75,100,75,75,75,75,75,75,100,50,75,75,75,75,100,75,75,25,50,25,25,50,25,25,25,0,25,25,25,25,25,25,50,25,0,50,50,50,25,0,0,0
23,7/11/2014,7/11/2014,2,1,2,35,2,1,7,36,2.9,2.7,3.3,2.2,3.4,.5,75,50,1,1,.333333333333333,32.1428571428571,25,100,65.625,12.1212121212121,2.5,2.9,82.5,67.5,45,55,20,2,1,1, ,3,4,4,2,2, , , , , , , , , , , , ,1,1,2,1,3,2,9,10,5,1,1,3,2,2,2,2,2,2,3,3,3,2,2,4,4,2,4,3,3,2,4,2,5,4,2,3,3,3,4,3,4,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,75,50,50,50,50,25,25,25,25,0,0,25,25,25,0,0,75, ,100,100,75,75,50,75,50,50,100,50,0,0,0,16.6666666666667,0,16.6666666666667,0,0,0,16.6666666666667,0,16.6666666666667,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,16.6666666666667,16.6666666666667,33.3333333333333,75,75,100,75,75,75,75,75,75,75,75,25,50,75,100,75,75,75,75,100,50,25,50,50,50,50,75,75,50,50,50,25,25,50,50,50,75,50,50,50,25,0,25,25,25
24,7/11/2014,7/11/2014,2,1,2,45,1,1,7,53,1.63333333333333,1.55,1.8,2,1.8,.8125,68.75,35,1,.75,.5,37.5,25,91.6666666666667,28.125,9.84848484848485,1.8,1.3,70,67.5,30,40,40,2,2,1, ,3,3,3,2,2,25,3.33333333333333,50,30,12,6,2,30,27,19,15,9,1,0,0,0,0,6,4,5,2,1,1,1,1,1,3,1,1,1,3,1,1,4,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,4,2,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,100,50,50,25,50,50,25,25,75,50,25,0,0,0,50,0,25,75,100,100,25,25,25,50,25,25,25,25,0,0,0,16.6666666666667,16.6666666666667,0,0,16.6666666666667,0,16.6666666666667,16.6666666666667,0,0,16.6666666666667,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,16.6666666666667,75,75,75,0,75,75,75,75,75,75,75,75,75,75,25,75,75,75,75,75,50,50,25,25,50,25,25,25,50,25,50,0,25,25,50,50,50,0,50,50,50,25,75,25,25
25,7/11/2014,7/11/2014,2,1,1,60,1,1,5,48,1.44827586206897,1.47368421052632,1.4,1.4,1.25,.5,67.1052631578947,44.7368421052632,1,.75,.583333333333333,17.8571428571429,8.33333333333333,75,87.5,12.8787878787879,2,1,52.7777777777778,80,37.5,52.7777777777778,60,4,4,4, ,1,1,1,3,2,92,6.66666666666667,92,5,2,1,0,40,28,15,11,6,2,0,0,0,0,1,10,10,10,1,1,2,1,1,3,2,1,1,1,1,1,1,1, ,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,100,0,0,0,100,0,50,0,0,0,0,0,25,0,0,25,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,0,0,100,0,0,16.6666666666667,0,0,0,0,0,0,0,0,66.6666666666667,0,0,100,75,75,75,75,50,25,75,100,0,25,100,50,75,50,100,75,75,75, ,25,75, ,25,50,25,100,100,25,50,50,50,25,50,25,25,25,25,75,25,50,75,75,25,75
26,7/11/2014,7/11/2014,2,1,2,53,2,1,3,25,2.43333333333333,2.3,2.7,1.6,2.2,.4375,60.5263157894737,61.25,.333333333333333,.583333333333333,.5,44.6428571428571,8.33333333333333,83.3333333333333,50,51.5151515151515,1.5,3.1,58.3333333333333,62.5,60,62.5,50,4,2,2, ,1,1,1,2,2,10.6,2.61538461538462,53,26,10,6,5,34,22,17,14,13, ,0,0,0,0,1,10,10,10,1,1,2,1,3,1,1,4,4,2,3,4,1,2,1,2,1,2,4,3,1,4,2,5,3,3,2,2,3,2,2,3,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,75,50,100,75,25,25,75,25,100,75,0,0,0,0,0,0,25,50,100,100,100,25,0,75,50,50,100,0,66.6666666666667,66.6666666666667,0,100,0,0,83.3333333333333,100,0,83.3333333333333,16.6666666666667,0,66.6666666666667,33.3333333333333,0,0,83.3333333333333,100,100,83.3333333333333,50,100,75,25,50,50,75,25, ,75,75,25,25,75,25,75,75,100,50,100,75,75,50,75,75,75,75,75,75,75,50,50,75,50,75,50,50,25,50,75,75,25,25,25,50,75,75
27,7/11/2014,7/11/2014,2,1,2,24,2,1,7,21,2.16666666666667,2.05,2.4,1.6,2.4,.375,76.3157894736842,62.5,.666666666666667,.75,.25,30.3571428571429,41.6666666666667,91.6666666666667,78.125,32.5757575757576,1.7,2.4,80.5555555555556,72.5,67.5,57.5,18.75,3,3,5, ,3,2,2,2,2,13,1.93333333333333,65,15,10,5,5,29,21,20,15,15,1,0,0,0,0,2,10,10,8,1,1,2,2,2,1,2,2,2,4,1,1,1,2,2,2,1,2,2,4,3,3,3,1,2,4,3,2,2,2,3,2,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,25,25,75,50,25,25,100,0,25,0,25,25,0,25,50,50,25,100,75,100,100,75,75,100,75,75,75,50,16.6666666666667,0,0,50,0,0,16.6666666666667,50,0,83.3333333333333,50,0,33.3333333333333,16.6666666666667,0,50,50,66.6666666666667,50,50,66.6666666666667,66.6666666666667, ,75,100,75,100,75,75,25,100,75,75,50,75,75,75,100,75,50,75,100,75,50,75,75,75,75,25,75,50,50,75,50,75,75,75,50,50,75,50,50,25,25,0,25, 
28,7/11/2014,7/11/2014,2,1,1,47,2,1,4,42,2.66666666666667,2.55,2.9,2.8,3.2,.75,45,62.5,.666666666666667,.666666666666667,.5,39.2857142857143,58.3333333333333,83.3333333333333,75,42.4242424242424,2.5,2.6,30,60,70,55,75,5,4,2, ,2,1,2,2,2, ,1.35294117647059, , , , , ,23,21,20,19,17,2,1,3,0,0,1,9,9,2,1,1,3,2,2,3,3,2,2,4,1,3,3,2,3,2,2,2,4,3,3,2,3,4,3,2,2,4,2,3,3,3,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,100,25,75,100,50,25,75,0,75,0,0,0,25,0,75,25,75,75,75,100,75,75,75,75,75,75,75,75,16.6666666666667,66.6666666666667,16.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,16.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,66.6666666666667,16.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,33.3333333333333,66.6666666666667,66.6666666666667,33.3333333333333,25,25,25,75,75,0,25,25,75,25,75,25,75,75,0,75,75,25,75,25,75,75,75,75,75,75,75,75,25,75,75,75,75,75,25,75,25,25,75,25,75,75,75,75,75
29,7/11/2014,7/11/2014,2,1,2,26,2,1,6,20,3.5,3.55,3.4,3.2,3.4,.5,70,65,1,.583333333333333,.583333333333333,37.5,33.3333333333333,75,75,33.3333333333333,3.5,3.6,72.5,67.5,62.5,67.5,50,4,2,2, ,3,3,3,3,2,8.4,2.5,42,27,16,10,5,30,23,20,15,12, ,0,0,0,0,1,10,10,10,1,1,3,3,4,3,4,4,4,3,4,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,4,4,3,3,5,2,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,50,50,75,50,75,25,75,25,50,0,0,0,0,50,25,0,75,50,75,100,75,100,50,100,75,75,75,50,16.6666666666667,50,0,50,16.6666666666667,33.3333333333333,16.6666666666667,50,0,83.3333333333333,50,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,50,50,16.6666666666667,50,50,50,33.3333333333333,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,50,50,50,75,75,100,50,75,75,50,75,75,75,50,25,75,50,75,100,75,25,75,75,25,50,50,50,50,50
30,7/11/2014,7/11/2014,2,1,1,34,2,1,6,43,3.4,3.1,4,3,3.6,.1875,93.75,83.75,.666666666666667,.666666666666667,.166666666666667,35.7142857142857,41.6666666666667,100,28.125,5.3030303030303,3.3,2.9,90,97.5,87.5,80,75,2,2,1, ,1,3,3,1,2,9.2,12.2,46,23,14,12,5,61,18,10,6,5,2,0,0,0,0,3,7,6,7,1,1,3,5,5,5,2,2,2,3,5,2,1,2,5,2,3,4,3,3,2,3,5,5,5,2,2,5,4,5,5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,50,100,100,0,50,50,75,0,75,0,0,0,0,0,50,0,75,100,100,100,50,50,0,50,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,66.6666666666667,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,75,0,100,50,50,100,100,25,50,100
31,7/11/2014,7/11/2014,2,1,1,54,1,1,3,16,1.79310344827586,1.89473684210526,1.6,1.6,2.4,.25,35,83.75,1,.666666666666667,.416666666666667,37.5,50,100,46.875,46.969696969697,1.66666666666667,2.1,17.5,52.5,87.5,80,60,2,3,1, ,1,1,2,2,2,66,1,66,20,10,3,1,20,20,20,20,20,2,0,0,0,0,3,5,6,2,1,1,2,1,2,1,1,2,2,2,2,4,1,2,3,2, ,4,1,1,1,2,1,2,2,3,1,1,2,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,100,75,75,75,0,50,50,25,50,0,25,0,0,0,50,25,75,100,100,100,50,50,50,25,50,50,50,50,50,66.6666666666667,50,66.6666666666667,50,0,50,100,0,66.6666666666667,50,0,50,16.6666666666667,16.6666666666667,50,50,66.6666666666667,50,66.6666666666667,50,66.6666666666667,0,25,50,50,0,0,0,50,50,0,0,50,50,50,50,75,75,75,50,0,100,75,75,100,100,75,100,100,75,75,100,100,75,100,75,75,50,75,100,50,75,25,50,75,75
32,7/11/2014,7/11/2014,2,1,2,32,2,1,6,36,3.10714285714286,3.15,3,2.4,3.4,.4375,70,45,.333333333333333,.75,.333333333333333,48.0769230769231,8.33333333333333,91.6666666666667,15.625,20.4545454545455,2.9,3.4,75,65,52.5,37.5,15,2,2,1, ,3,2,3,1,2,11,4.85714285714286,44,26,20,6,4,34,30,20,9,7,1,0,0,0,0,6,2,5,1,1,1,4,2,3,2,3,4,2,3,5,2,2,3,4,2,4,2,4,4,4,4,3,4,2,2,3, ,3, ,3,4,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,100,50,100,75,50,50,75,25,25,0,25, ,0,50,25,0,0,75,100,100,25,25,25,0,0,0,25,25,0,16.6666666666667,0,16.6666666666667,0,0,16.6666666666667,33.3333333333333,16.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,50,50,16.6666666666667,33.3333333333333,33.3333333333333,66.6666666666667,75,75,75,75,75,75,75,75,75,75,75,25,75,75,75,50,100,75,25,75,75,25,50,50,50,50,50,25,25,50,50,50,50,50,25,50,75,50,25,25,50,0,0,0,25
33,7/11/2014,7/11/2014,2,1,2,35,1,1,7,33,2.8,2.5,3.4,1.8,2.8,.3125,73.75,75,1,.666666666666667,.5,55.3571428571429,41.6666666666667,100,68.75,76.5151515151515,2.3,2.7,77.5,70,77.5,72.5,80,5,2,3, ,1,1,1,4,2,65,3,65,19,10,5,1,30,25,20,15,10,2,0,0,0,0,3,6,8,4,1,1,3,2,2,2,3,3,3,2,3,2,1,3,3,2,2,3,3,3,2,3,3,4,2,4,3,4,3,4,4,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,75,50,75,50,75,50,75,25,75,50,25,50,25,75,75,25,25,100,100,100,75,50,50,75,75,75,100,50,66.6666666666667,100,50,83.3333333333333,50,83.3333333333333,83.3333333333333,100,16.6666666666667,83.3333333333333,66.6666666666667,66.6666666666667,100,83.3333333333333,83.3333333333333,83.3333333333333,50,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,100,75,75,75,75,75,50,100,75,75,50,75,75,50,75,100,75,50,100,75,75,75,100,75,75,75,75,75,75,75,75,100,75,75,75,75,75,25,75,75,75,100,75,75,75,75
34,7/11/2014,7/11/2014,2,1,1,27,1,1,4,51,2.96666666666667,2.85,3.2,3,3.2,.25,82.5,48.75,.333333333333333,.583333333333333,.0833333333333333,53.5714285714286,50,100,50,12.1212121212121,3,2.7,80,85,47.5,50,55,2,2,1, ,1,1,1,1,2, ,6, , , , , ,30,30,30,5,5,2,1,3,1,1,6,1,1,1,1,1,3,2,2,2,2,2,2,4,2,4,5,3,4,5,2,3,2,4,2,2,3,2,4,4,3,4,3,2,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,75,100,25,100,100,100,25,25,25,0,0,25,50,50,75,25,100,100,100,50,50,50,50,50,50,50,50,0,0,0,66.6666666666667,0,0,0,0,0,66.6666666666667,0,0,0,0,0,50,83.3333333333333,0,0,0,0,0,25,100,75,100,100,75,100,100,100,75,100,100,75,100,75,0,75,100,100,75,0,100,25,75,0,0,75,25,25,100,0,75,25,100,0,100,0,75,75,100,50,25,25,75,100
35,7/11/2014,7/11/2014,2,1,2,47,1,1,7,11,3.27586206896552,3.10526315789474,3.6,2,3.25,.5625,48.75,63.8888888888889,.666666666666667,.833333333333333,.166666666666667,34.6153846153846,25,58.3333333333333,59.375,45.4545454545454,2.7,3.55555555555556,27.5,70,61.1111111111111,66.6666666666667,25,4,2,4, ,2,1,2, ,2,9.8,3,49,22,14,10,5,30,25,19,16,10,1,0,0,0,0,4,7,7,7,0,1,3,2,3,1,3,5,3,2,5,1,3,2,3,3,4,5, ,4,3,4,3,4,2,5,4,4,3,4,4,3,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,75,25,75,25,25,25,50, ,25,25,25,25,25,25,25,25,25,50,25,100,75,50,50,75,50,50,75,50,66.6666666666667,16.6666666666667,16.6666666666667,66.6666666666667,50,16.6666666666667,66.6666666666667,66.6666666666667,16.6666666666667,50,50,16.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,33.3333333333333,50,66.6666666666667,66.6666666666667,50,50,83.3333333333333,25,25,25,75,25,25,50,100,75,25,25,75,75,75,25,75,75,25,50,25,75,75,75,50,75,50, ,75,75,25,75,75,25,75,75,75,25, ,75,75,25,25,25,25,25
36,7/11/2014,7/11/2014, ,2,2,40,2,1,5,4,2.96666666666667,2.8,3.3,1.8,3.4,.1875,87.5,61.8421052631579,1,.916666666666667,.5,33.9285714285714,33.3333333333333,100,65.625,60,2.3,3.3,94.4444444444444,80.5555555555556,60,63.8888888888889, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,3,3,6,4,1,1,4,2,3,1,2,4,4,3,4,2,1,3,3,2,2,4,3,3,3,3,2,3,4,3,3,4,3,4,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,75,75,50,25,0,25,50,0,75,50,0,25,25,0,25,0,75,100,100,100,75,75,75,50,50,50,100,50,66.6666666666667,83.3333333333333,0,66.6666666666667,66.6666666666667,16.6666666666667,83.3333333333333,83.3333333333333,16.6666666666667, ,33.3333333333333,16.6666666666667,66.6666666666667,83.3333333333333,16.6666666666667,83.3333333333333,100, ,50,83.3333333333333,100,83.3333333333333,100, ,100,100,100,100, ,75,100,100,100,75,75,50,75,100,75,100,75,75,50,50,75,50,75,50,75,75, ,75,75,50,75,50,75,50,25,50,75,75, , , , , 
37,7/11/2014,7/11/2014,2,1,1,53,1,1,7,36,3.76666666666667,3.7,3.9,3,3.8,.8125,56.25,50,1,.916666666666667,.666666666666667,25,16.6666666666667,100,75,37.1212121212121,3.5,3.9,52.5,60,50,50,60,4,4,2, ,1,2,2,3,2,35,16.3333333333333,70,13,10,5,2,49,30,13,5,3,2,0,0,0,0,2,9,10,8,1,1,3,3,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,25,25,50,25,25,50,50,0,0,25,25,25,25,0,25,0,25,100,100,100,75,75,75,75,75,75,75,75,50,50,16.6666666666667,50,50,16.6666666666667,50,50,16.6666666666667,50,50,16.6666666666667,50,16.6666666666667,16.6666666666667,16.6666666666667,33.3333333333333,16.6666666666667,50,50,50,50,50,50,50,25,50,50,50,75,50,75,50,50,50,75,50,75,75,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,25,50,75,75
38,7/11/2014,7/11/2014,2,1,1,32,2,1,5,48,3.20689655172414,3.10526315789474,3.4,2.8,3.4,.3125,40,80,0,.666666666666667,.166666666666667,46.4285714285714,16.6666666666667,83.3333333333333,50,42.4242424242424,3.11111111111111,3.1,30,50,82.5,77.5,30,4,4,2, ,4,3, ,3,2, , , , , , , , , , , , ,1,1,3,1,2,3,4,5,5,1,1,4,2, ,3,2,4,4,5,3,1,3,3,4,4,3,2,2,3,5,2,3,4,4,3,3,4,3,4,3,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,75,75,75,50,50,50,100,25,0,50,25,25,25,25,0,50,0,75,75,100,50,50,75,25,50,25,50,75,33.3333333333333,50,0,33.3333333333333,0,83.3333333333333,50,33.3333333333333,0,33.3333333333333,33.3333333333333,66.6666666666667,50,16.6666666666667,0,50,66.6666666666667,83.3333333333333,66.6666666666667,33.3333333333333,66.6666666666667,83.3333333333333,25,25,25,50,25,50,25,25,25,25,25,75,50,75,25,75,50,25,50,50,75,100,100,100,100,100,100,100,75,75,100,75,50,100,75,50,25,100,100,0,25,25,50,25,25
